Orthogroup	arabidopsis	lettuce	maize	medicago	melon	rice	safflower	tobacco	tomato	watermelon
OG0003670			GO:0005509			GO:0005509				
OG0003671										
OG0003672										
OG0003673										
OG0003674						GO:0004386		GO:0004386,GO:0005524		
OG0003675										
OG0003676										
OG0003677						GO:0043531				
OG0003678										
OG0003679										
OG0003680										
OG0003681				GO:0043531						
OG0003682										
OG0003683										
OG0003684										
OG0003685										
OG0003686										
OG0003687										
OG0003688										
OG0003689										
OG0003690										
OG0003691										
OG0003692										
OG0003693										
OG0003694				GO:0004601,GO:0006979,GO:0020037						
OG0003695										
OG0003696										
OG0003697										
OG0003698										
OG0003699		GO:0003677,GO:0003700,GO:0006355	GO:0003677,GO:0003700,GO:0006355	GO:0003677,GO:0003700,GO:0006355	GO:0003677,GO:0003700,GO:0006355	GO:0003677,GO:0003700,GO:0006355				
OG0003700										
OG0003701										
OG0003702					GO:0004540					
OG0003703										
OG0003704	GO:0004325,GO:0006783			GO:0004325,GO:0006783				GO:0004325,GO:0006783		GO:0004325,GO:0006783
OG0003705										
OG0003706										
OG0003707								GO:0004843,GO:0008270,GO:0016579		
OG0003708										
OG0003709										
OG0003710										
OG0003711										
OG0003712										
OG0003713										
OG0003714										
OG0003715							GO:0003677,GO:0005634,GO:0006355,GO:0009725			
OG0003716										
OG0003717										
OG0003718										
OG0003719										
OG0003720	GO:0009055	GO:0009055				GO:0009055				
OG0003721										
OG0003722	GO:0000145,GO:0005546,GO:0006887		GO:0000145,GO:0005546,GO:0006887	GO:0000145,GO:0005546,GO:0006887				GO:0000145,GO:0005546,GO:0006887	GO:0000145,GO:0005546,GO:0006887	
OG0003723		GO:0046983			GO:0046983			GO:0046983		
OG0003724	GO:0009055,GO:0020037							GO:0009055,GO:0020037		
OG0003725										
OG0003726										
OG0003727		GO:0046983								
OG0003728										
OG0003729								GO:0004672,GO:0005515,GO:0005524,GO:0006468		
OG0003730										
OG0003731										
OG0003732	GO:0004672,GO:0006468			GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468		
OG0003733	GO:0005515									
OG0003734										
OG0003735						GO:0005743,GO:0006850				
OG0003736								GO:0016301		
OG0003737				GO:0005515						
OG0003738										
OG0003739										
OG0003740										
OG0003741								GO:0003824		
OG0003742										
OG0003743										
OG0003744										
OG0003745										
OG0003746										
OG0003747										
OG0003748										
OG0003749										
OG0003750										
OG0003751										
OG0003752	GO:0003824									
OG0003753										
OG0003754										
OG0003755										
OG0003756										
OG0003757										
OG0003758										
OG0003759										
OG0003760	GO:0006605,GO:0006886,GO:0016020									
OG0003761										
OG0003762										
OG0003763										
OG0003764										
OG0003765						GO:0008168				
OG0003766										
OG0003767	GO:0016491							GO:0016491	GO:0016491	
OG0003768									GO:0004345,GO:0006006,GO:0016614,GO:0050661	
OG0003769										
OG0003770	GO:0016020,GO:0022857,GO:0055085		GO:0016020,GO:0022857,GO:0055085	GO:0016020,GO:0022857,GO:0055085				GO:0016020,GO:0022857,GO:0055085		
OG0003771										
OG0003772	GO:0005507,GO:0016491		GO:0005507,GO:0016491	GO:0005507,GO:0016491		GO:0005507,GO:0016491		GO:0005507,GO:0016491		
OG0003773										
OG0003774										
OG0003775	GO:0005509	GO:0005509								
OG0003776										
OG0003777										
OG0003778										
OG0003779										
OG0003780										
OG0003781	GO:0003924,GO:0005525									
OG0003782										
OG0003783				GO:0004672,GO:0005524,GO:0006468,GO:0030247	GO:0004672,GO:0006468,GO:0030247			GO:0004672,GO:0006468,GO:0030247		GO:0004672,GO:0006468
OG0003784										
OG0003785										
OG0003786	GO:0005515			GO:0005515		GO:0005515				
OG0003787										
OG0003788			GO:0016409			GO:0016409				
OG0003789										
OG0003790								GO:0009055		
OG0003791										
OG0003792										
OG0003793										
OG0003794										
OG0003795	GO:0006812,GO:0006813,GO:0015297,GO:0016020,GO:0055085,GO:1902600			GO:0006812,GO:0006813,GO:0015297,GO:0016020,GO:0055085,GO:1902600						
OG0003796										
OG0003797										
OG0003798						GO:0033179,GO:0046961,GO:1902600				
OG0003799										
OG0003800										
OG0003801	GO:0004672,GO:0005524,GO:0006468			GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468		
OG0003802										
OG0003803										
OG0003804										
OG0003805										
OG0003806										
OG0003807	GO:0006629,GO:0008081	GO:0006629,GO:0008081	GO:0006629,GO:0008081		GO:0006629,GO:0008081	GO:0006629,GO:0008081		GO:0006629,GO:0008081		GO:0006629,GO:0008081
OG0003808	GO:0005524,GO:0016020,GO:0016887,GO:0140359									
OG0003809										
OG0003810										
OG0003811										
OG0003812										
OG0003813		GO:0005515								
OG0003814										
OG0003815										
OG0003816										
OG0003817						GO:0016020				
OG0003818										
OG0003819										
OG0003820										
OG0003821				GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0046983					GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0046983	
OG0003822										
OG0003823										
OG0003824										
OG0003825				GO:0005516	GO:0005516	GO:0005516		GO:0005516		
OG0003826										
OG0003827										
OG0003828										
OG0003829										
OG0003830										
OG0003831										
OG0003832	GO:0005524,GO:0140662									
OG0003833										
OG0003834										
OG0003835										
OG0003836										
OG0003837										
OG0003838										
OG0003839	GO:0005515				GO:0005515			GO:0005515		
OG0003840										
OG0003841										
OG0003842								GO:0003824,GO:0046912		
OG0003843										
OG0003844										
OG0003845										
OG0003846			GO:0005524,GO:0016020,GO:0016887,GO:0140359	GO:0005524,GO:0016020,GO:0016887,GO:0140359		GO:0005524,GO:0016020,GO:0016887,GO:0140359		GO:0005524,GO:0016020,GO:0016887,GO:0140359		
OG0003847										
OG0003848				GO:0003777,GO:0005524,GO:0007018,GO:0008017						
OG0003849	GO:0003743,GO:0005852,GO:0006413,GO:0031369									
OG0003850				GO:0004672,GO:0005524,GO:0006468				GO:0004672,GO:0006468		
OG0003851										
OG0003852										
OG0003853										
OG0003854										
OG0003855										
OG0003856										
OG0003857										
OG0003858										
OG0003859										
OG0003860										
OG0003861										
OG0003862		GO:0003735,GO:0005840,GO:0006412								
OG0003863										
OG0003864										
OG0003865	GO:0004672,GO:0005524,GO:0006468			GO:0004672,GO:0005524,GO:0006468						
OG0003866										
OG0003867										
OG0003868										
OG0003869				GO:0016301		GO:0016301		GO:0016301		
OG0003870	GO:0003723,GO:0003735,GO:0005840,GO:0006412									
OG0003871										
OG0003872										
OG0003873				GO:0005515						
OG0003874										
OG0003875										
OG0003876										
OG0003877										
OG0003878				GO:0007165						
OG0003879										
OG0003880										
OG0003881										
OG0003882										
OG0003883										
OG0003884										
OG0003885	GO:0006508,GO:0008234									
OG0003886										
OG0003887										
OG0003888										
OG0003889										
OG0003890										
OG0003891										
OG0003892										
OG0003893										
OG0003894										
OG0003895										
OG0003896										
OG0003897										
OG0003898										
OG0003899										
OG0003900										
OG0003901	GO:0030247			GO:0030247					GO:0030247	
OG0003902										
OG0003903	GO:0005886	GO:0005886		GO:0005886						
OG0003904										
OG0003905										
OG0003906										
OG0003907										
OG0003908	GO:0004497,GO:0005506,GO:0016705,GO:0020037	GO:0004497,GO:0005506,GO:0016705,GO:0020037						GO:0004497,GO:0005506,GO:0016705,GO:0020037		
OG0003909										
OG0003910										
OG0003911										
OG0003912										
OG0003913				GO:0005515,GO:0005634,GO:0042054						
OG0003914										
OG0003915	GO:0004672,GO:0005524,GO:0006468							GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0006468	
OG0003916										
OG0003917										
OG0003918										
OG0003919										
OG0003920	GO:0003723									
OG0003921										
OG0003922										
OG0003923	GO:0004672,GO:0005524,GO:0006468			GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468		
OG0003924										
OG0003925										
OG0003926										
OG0003927				GO:0015031						
OG0003928										
OG0003929										
OG0003930										
OG0003931										
OG0003932										
OG0003933				GO:0008171,GO:0046983						
OG0003934										
OG0003935										
OG0003936										
OG0003937										
OG0003938										
OG0003939										
OG0003940										
OG0003941										
OG0003942										
OG0003943										
OG0003944		GO:0016757		GO:0016757	GO:0016757					
OG0003945										
OG0003946										
OG0003947	GO:0003700,GO:0006355	GO:0003700,GO:0006355								
OG0003948										
OG0003949	GO:0005216,GO:0006811,GO:0016020,GO:0055085	GO:0005216,GO:0006811,GO:0016020,GO:0055085		GO:0005216,GO:0006811,GO:0016020,GO:0055085						
OG0003950	GO:0016788						GO:0016788	GO:0016788		
OG0003951										
OG0003952										
OG0003953										
OG0003954										
OG0003955										
OG0003956										
OG0003957										
OG0003958										
OG0003959										
OG0003960										
OG0003961										
OG0003962										
OG0003963										
OG0003964										
OG0003965										
OG0003966										
OG0003967										
OG0003968										
OG0003969										
OG0003970		GO:0005975								
OG0003971										
OG0003972										
OG0003973										
OG0003974										
OG0003975										
OG0003976		GO:0004672,GO:0006468,GO:0030246	GO:0004672,GO:0006468,GO:0030246	GO:0004672,GO:0005524,GO:0006468,GO:0030246		GO:0004672,GO:0005524,GO:0006468,GO:0030246		GO:0004672,GO:0005524,GO:0006468,GO:0030246		
OG0003977										
OG0003978										
OG0003979										
OG0003980										
OG0003981				GO:0004601,GO:0006979,GO:0020037						
OG0003982										
OG0003983										
OG0003984										
OG0003985										
OG0003986										
OG0003987				GO:0043531						
OG0003988				GO:0043531						
OG0003989										
OG0003990				GO:0004672,GO:0006468,GO:0048544						
OG0003991										
OG0003992										
OG0003993								GO:0043531		
OG0003994								GO:0005515		
OG0003995										
OG0003996										
OG0003997										
OG0003998										
OG0003999										
OG0004000										
OG0004001										
OG0004002	GO:0004672,GO:0005524,GO:0006468							GO:0004672,GO:0005524,GO:0006468		
OG0004003										
OG0004004										
OG0004005	GO:0005750,GO:0006122									
OG0004006										
OG0004007										
OG0004008										
OG0004009										
OG0004010										
OG0004011										
OG0004012										
OG0004013										
OG0004014										
OG0004015										
OG0004016										
OG0004017										
OG0004018										
OG0004019										
OG0004020										
OG0004021										
OG0004022										
OG0004023										
OG0004024		GO:0005515		GO:0005515	GO:0005515			GO:0005515		
OG0004025										
OG0004026										
OG0004027										
OG0004028										
OG0004029		GO:0015986								
OG0004030										
OG0004031										
OG0004032										
OG0004033										
OG0004034				GO:0004553,GO:0005975				GO:0004553,GO:0005975	GO:0004553,GO:0005975	
OG0004035										
OG0004036										
OG0004037										
OG0004038										
OG0004039										
OG0004040										
OG0004041										
OG0004042										
OG0004043										
OG0004044										
OG0004045										
OG0004046										
OG0004047										
OG0004048										
OG0004049										
OG0004050										
OG0004051										
OG0004052	GO:0016020,GO:0022857,GO:0055085	GO:0016020,GO:0022857,GO:0055085					GO:0016020,GO:0022857,GO:0055085	GO:0016020,GO:0022857,GO:0055085	GO:0016020,GO:0022857,GO:0055085	
OG0004053										
OG0004054		GO:0004672,GO:0005509,GO:0005524,GO:0006468						GO:0004672,GO:0005509,GO:0005524,GO:0006468		
OG0004055										
OG0004056		GO:0004672,GO:0005515,GO:0005524,GO:0006468	GO:0004672,GO:0005515,GO:0005524,GO:0006468	GO:0004672,GO:0005515,GO:0005524,GO:0006468	GO:0004672,GO:0005515,GO:0005524,GO:0006468					
OG0004057	GO:0004672,GO:0006468									
OG0004058				GO:0061630						
OG0004059										
OG0004060										
OG0004061										
OG0004062										
OG0004063	GO:0005515									
OG0004064										
OG0004065										
OG0004066										
OG0004067										
OG0004068										
OG0004069										
OG0004070										
OG0004071										
OG0004072										
OG0004073	GO:0004672,GO:0006468					GO:0004672,GO:0006468				GO:0004672,GO:0006468
OG0004074										
OG0004075		GO:0003677,GO:0008270		GO:0003677,GO:0008270	GO:0003677,GO:0008270			GO:0003677,GO:0008270		
OG0004076										
OG0004077										
OG0004078										
OG0004079										
OG0004080		GO:0006886,GO:0031267								
OG0004081										
OG0004082										
OG0004083										
OG0004084										
OG0004085										
OG0004086			GO:0015018,GO:0016020					GO:0015018,GO:0016020	GO:0015018,GO:0016020	
OG0004087										
OG0004088										
OG0004089			GO:0004842,GO:0005515,GO:0016567	GO:0004842,GO:0005515,GO:0016567	GO:0004842,GO:0005515,GO:0016567	GO:0004842,GO:0005515,GO:0016567		GO:0004842,GO:0005515,GO:0016567		
OG0004090										
OG0004091										
OG0004092										
OG0004093										
OG0004094										
OG0004095										
OG0004096										
OG0004097								GO:0004553,GO:0005975		
OG0004098										
OG0004099										
OG0004100										
OG0004101										
OG0004102										
OG0004103										
OG0004104	GO:0005216,GO:0005515,GO:0006811,GO:0016020,GO:0055085		GO:0005216,GO:0005515,GO:0006811,GO:0016020,GO:0055085		GO:0005216,GO:0005515,GO:0006811,GO:0016020,GO:0055085					
OG0004105										
OG0004106										
OG0004107										
OG0004108				GO:0005515				GO:0005515		
OG0004109				GO:0005096	GO:0005096					
OG0004110										
OG0004111										
OG0004112										
OG0004113										
OG0004114								GO:0003779,GO:0007010		
OG0004115										
OG0004116										
OG0004117										
OG0004118										
OG0004119			GO:0004672,GO:0005524,GO:0006468							
OG0004120	GO:0004497,GO:0005506,GO:0016705,GO:0020037	GO:0004497,GO:0005506,GO:0016705,GO:0020037				GO:0004497,GO:0005506,GO:0016705,GO:0020037				
OG0004121	GO:0016620,GO:0051287									
OG0004122			GO:0005515							
OG0004123										
OG0004124										
OG0004125										
OG0004126	GO:0004672,GO:0005524,GO:0006468									
OG0004127										
OG0004128										
OG0004129										
OG0004130	GO:0009058,GO:0030170		GO:0009058,GO:0030170					GO:0009058,GO:0030170		
OG0004131		GO:0016787						GO:0016787		
OG0004132										
OG0004133										
OG0004134										
OG0004135										
OG0004136		GO:0005515						GO:0005515		
OG0004137										
OG0004138										
OG0004139										
OG0004140										
OG0004141										
OG0004142										
OG0004143										
OG0004144										
OG0004145										
OG0004146		GO:0003677			GO:0003677					
OG0004147		GO:0005515								
OG0004148										
OG0004149										
OG0004150	GO:0016491									GO:0016491
OG0004151	GO:0005515									
OG0004152										
OG0004153										
OG0004154										
OG0004155										
OG0004156										
OG0004157										
OG0004158										
OG0004159			GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0005524,GO:0006468				GO:0004672,GO:0005524,GO:0006468		
OG0004160										
OG0004161	GO:0004197,GO:0006508				GO:0004197,GO:0006508	GO:0004197,GO:0006508		GO:0004197,GO:0006508	GO:0004197,GO:0006508	
OG0004162										
OG0004163										
OG0004164										
OG0004165										
OG0004166										
OG0004167										
OG0004168										
OG0004169										
OG0004170										
OG0004171										
OG0004172										
OG0004173										
OG0004174										
OG0004175										
OG0004176										
OG0004177										
OG0004178										
OG0004179					GO:0004497,GO:0005506,GO:0016705,GO:0020037	GO:0004497,GO:0005506,GO:0016705,GO:0020037				
OG0004180										
OG0004181	GO:0004553,GO:0005975									
OG0004182										
OG0004183				GO:0006508,GO:0008233		GO:0006508,GO:0008233				
OG0004184	GO:0003855,GO:0004764							GO:0003855,GO:0004764		
OG0004185										
OG0004186										
OG0004187										
OG0004188										
OG0004189							GO:0005515			
OG0004190										
OG0004191										
OG0004192										
OG0004193	GO:0003924,GO:0005525									
OG0004194										
OG0004195	GO:0005507,GO:0008131,GO:0009308,GO:0048038									
OG0004196										
OG0004197										
OG0004198				GO:0000813,GO:0032509				GO:0000813,GO:0032509	GO:0000813,GO:0032509	
OG0004199										
OG0004200										
OG0004201										
OG0004202										
OG0004203										
OG0004204		GO:0008171,GO:0046983								
OG0004205										
OG0004206						GO:0003924,GO:0005525				
OG0004207										
OG0004208										
OG0004209										
OG0004210										
OG0004211									GO:0004553,GO:0005975	
OG0004212										
OG0004213										
OG0004214										
OG0004215										
OG0004216										
OG0004217						GO:0016020,GO:0022857,GO:0055085				
OG0004218										
OG0004219										
OG0004220										
OG0004221										
OG0004222										
OG0004223										
OG0004224										
OG0004225										
OG0004226										
OG0004227										
OG0004228										
OG0004229						GO:0006508,GO:0008234				
OG0004230										
OG0004231										
OG0004232					GO:0005634					
OG0004233										
OG0004234										
OG0004235										
OG0004236										
OG0004237										
OG0004238				GO:0006886,GO:0031267						
OG0004239										
OG0004240										
OG0004241										
OG0004242	GO:0003677,GO:0005634,GO:0006355									
OG0004243										
OG0004244										
OG0004245										
OG0004246								GO:0016603,GO:0017186		
OG0004247										
OG0004248										
OG0004249										
OG0004250										
OG0004251										
OG0004252										
OG0004253										
OG0004254										
OG0004255										
OG0004256										
OG0004257										
OG0004258		GO:0000155,GO:0005515,GO:0006355,GO:0007165,GO:0009584						GO:0000155,GO:0006355,GO:0007165,GO:0009584		
OG0004259										
OG0004260										
OG0004261										
OG0004262										
OG0004263										
OG0004264		GO:0015267,GO:0016020,GO:0055085							GO:0015267,GO:0016020,GO:0055085	
OG0004265										
OG0004266										
OG0004267										
OG0004268										
OG0004269										
OG0004270										
OG0004271				GO:0046872		GO:0046872				
OG0004272	GO:0016491			GO:0016491		GO:0016491				
OG0004273										
OG0004274										
OG0004275										
OG0004276										
OG0004277	GO:0004185,GO:0006508			GO:0004185,GO:0006508						
OG0004278		GO:0004497,GO:0005506,GO:0016705,GO:0020037						GO:0004497,GO:0005506,GO:0016705,GO:0020037		
OG0004279										
OG0004280										
OG0004281										
OG0004282										
OG0004283										
OG0004284										
OG0004285										
OG0004286	GO:0005509		GO:0005509	GO:0005509		GO:0005509				
OG0004287										
OG0004288										
OG0004289										
OG0004290										
OG0004291										
OG0004292										
OG0004293								GO:0005507,GO:0016491		
OG0004294										
OG0004295										
OG0004296										
OG0004297	GO:0004672,GO:0005524,GO:0006468			GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0006468			GO:0004672,GO:0005524,GO:0006468		
OG0004298										
OG0004299										
OG0004300				GO:0004672,GO:0006468						
OG0004301	GO:0005524,GO:0016887									
OG0004302										
OG0004303										
OG0004304										
OG0004305										
OG0004306										
OG0004307										
OG0004308										
OG0004309										
OG0004310										
OG0004311										
OG0004312		GO:0007165,GO:0043531								
OG0004313										
OG0004314										
OG0004315										
OG0004316										
OG0004317										
OG0004318		GO:0009058,GO:0016844								
OG0004319		GO:0016020,GO:0016760,GO:0030244		GO:0016020,GO:0016760,GO:0030244				GO:0016020,GO:0016760,GO:0030244		
OG0004320										
OG0004321										
OG0004322				GO:0016020	GO:0016020	GO:0016020				
OG0004323										
OG0004324										
OG0004325										
OG0004326										
OG0004327										
OG0004328										
OG0004329										
OG0004330				GO:0004672,GO:0005524,GO:0006468				GO:0004672,GO:0005524,GO:0006468,GO:0030247		
OG0004331										
OG0004332										
OG0004333										
OG0004334										
OG0004335				GO:0008194						
OG0004336										
OG0004337										
OG0004338										
OG0004339										
OG0004340										
OG0004341										
OG0004342										
OG0004343										
OG0004344										
OG0004345										
OG0004346										
OG0004347	GO:0004842,GO:0016567	GO:0004842,GO:0016567	GO:0004842,GO:0016567	GO:0004842,GO:0016567		GO:0004842,GO:0016567				
OG0004348										
OG0004349										
OG0004350										
OG0004351										
OG0004352						GO:0005515				
OG0004353										
OG0004354				GO:0005985,GO:0016157,GO:0016757	GO:0005985,GO:0016157,GO:0016757			GO:0005985,GO:0016157,GO:0016757		
OG0004355										
OG0004356										
OG0004357										
OG0004358										
OG0004359										
OG0004360										
OG0004361										
OG0004362										
OG0004363	GO:0005576,GO:0008083,GO:0008283		GO:0005576,GO:0008083,GO:0008283			GO:0005576,GO:0008083,GO:0008283		GO:0005576,GO:0008083,GO:0008283	GO:0005576,GO:0008083,GO:0008283	
OG0004364										
OG0004365										
OG0004366										
OG0004367										
OG0004368										
OG0004369										
OG0004370					GO:0016747			GO:0016747		
OG0004371										
OG0004372										
OG0004373										
OG0004374			GO:0016020,GO:0055085			GO:0016020,GO:0055085				
OG0004375										
OG0004376										
OG0004377	GO:0003723,GO:0005515									
OG0004378										
OG0004379										
OG0004380										
OG0004381	GO:0004476,GO:0008270			GO:0004476,GO:0008270						
OG0004382										
OG0004383	GO:0004497,GO:0005506,GO:0016705,GO:0020037	GO:0004497,GO:0005506,GO:0016705,GO:0020037		GO:0004497,GO:0005506,GO:0016705,GO:0020037	GO:0004497,GO:0005506,GO:0016705,GO:0020037			GO:0004497,GO:0005506,GO:0016705,GO:0020037	GO:0004497,GO:0005506,GO:0016705,GO:0020037	
OG0004384										
OG0004385										
OG0004386										
OG0004387										
OG0004388					GO:0004497,GO:0005506,GO:0016705,GO:0020037	GO:0004497,GO:0005506,GO:0016705,GO:0020037		GO:0004497,GO:0005506,GO:0016705,GO:0020037		
OG0004389										
OG0004390										
OG0004391			GO:0005515					GO:0005515		
OG0004392										
OG0004393										
OG0004394										
OG0004395										
OG0004396										
OG0004397										
OG0004398		GO:0005524,GO:0016020,GO:0016887,GO:0055085,GO:0140359		GO:0005524,GO:0016020,GO:0016887,GO:0055085,GO:0140359						
OG0004399										
OG0004400	GO:0015297,GO:0016020,GO:0042910,GO:0055085	GO:0015297,GO:0016020,GO:0042910,GO:0055085		GO:0015297,GO:0016020,GO:0042910,GO:0055085						
OG0004401										
OG0004402	GO:0003779							GO:0003779		GO:0003779
OG0004403	GO:0016020									
OG0004404	GO:0048364,GO:0048367									
OG0004405										
OG0004406										
OG0004407										
OG0004408										
OG0004409										
OG0004410		GO:0035673	GO:0035673							
OG0004411										
OG0004412										
OG0004413										
OG0004414										
OG0004415										
OG0004416										
OG0004417										
OG0004418										
OG0004419										
OG0004420										
OG0004421										
OG0004422										
OG0004423										
OG0004424										
OG0004425										
OG0004426										
OG0004427										
OG0004428	GO:0005515			GO:0005515				GO:0005515		
OG0004429										
OG0004430										
OG0004431										
OG0004432										
OG0004433										
OG0004434										
OG0004435										
OG0004436										
OG0004437										
OG0004438										
OG0004439										
OG0004440										
OG0004441										
OG0004442	GO:0003700,GO:0006355,GO:0043565			GO:0003700,GO:0006355,GO:0043565		GO:0003700,GO:0006355,GO:0043565		GO:0003700,GO:0006355,GO:0043565		
OG0004443										
OG0004444	GO:0003824					GO:0003824				
OG0004445	GO:0008285			GO:0008285						
OG0004446						GO:0016757				GO:0016757
OG0004447				GO:0008270						
OG0004448										
OG0004449										
OG0004450										
OG0004451										
OG0004452	GO:0003677,GO:0003918,GO:0005524,GO:0006265									
OG0004453	GO:0009055							GO:0009055		
OG0004454										
OG0004455										
OG0004456										
OG0004457										
OG0004458										
OG0004459				GO:0016020,GO:0016757				GO:0016020,GO:0016757		
OG0004460										
OG0004461										
OG0004462				GO:0005509		GO:0005509		GO:0005509		
OG0004463										
OG0004464										
OG0004465										
OG0004466										
OG0004467										
OG0004468										
OG0004469										
OG0004470										
OG0004471										
OG0004472										
OG0004473										
OG0004474										
OG0004475			GO:0004497,GO:0005506,GO:0016705,GO:0020037						GO:0004497,GO:0005506,GO:0016705,GO:0020037	
OG0004476										
OG0004477										
OG0004478										
OG0004479										
OG0004480										
OG0004481	GO:0003676,GO:0005524									
OG0004482										
OG0004483	GO:0005506,GO:0008610,GO:0016491		GO:0005506,GO:0008610,GO:0016491		GO:0005506,GO:0008610,GO:0016491					
OG0004484										
OG0004485										
OG0004486										
OG0004487	GO:0005515								GO:0005515	
OG0004488	GO:0009058,GO:0016844									
OG0004489										
OG0004490										
OG0004491										
OG0004492										
OG0004493										
OG0004494										
OG0004495										
OG0004496										
OG0004497										
OG0004498				GO:0004497,GO:0005506,GO:0016705,GO:0020037						
OG0004499										
OG0004500			GO:0016020					GO:0016020		
OG0004501										
OG0004502										
OG0004503										
OG0004504										
OG0004505										
OG0004506										
OG0004507										
OG0004508	GO:0005524,GO:0016020,GO:0016887,GO:0140359	GO:0005524,GO:0016020,GO:0016887,GO:0140359		GO:0005524,GO:0016020,GO:0016887,GO:0140359	GO:0005524,GO:0016020,GO:0016887,GO:0140359	GO:0005524,GO:0016020,GO:0016887,GO:0140359		GO:0005524,GO:0016020,GO:0016887,GO:0140359		
OG0004509	GO:0005524,GO:0016301									
OG0004510										
OG0004511										
OG0004512										
OG0004513										
OG0004514										
OG0004515						GO:0008168				
OG0004516										
OG0004517										
OG0004518										
OG0004519										
OG0004520										
OG0004521										
OG0004522										
OG0004523										
OG0004524										
OG0004525										
OG0004526										
OG0004527										
OG0004528										
OG0004529		GO:0003677,GO:0006355					GO:0003677,GO:0006355			
OG0004530										
OG0004531										
OG0004532										
OG0004533										
OG0004534										
OG0004535	GO:0016020									
OG0004536	GO:0004672,GO:0005515,GO:0006468			GO:0004672,GO:0005515,GO:0006468	GO:0004672,GO:0005515,GO:0006468	GO:0004672,GO:0005515,GO:0006468		GO:0004672,GO:0005515,GO:0006468		
OG0004537										
OG0004538										
OG0004539										
OG0004540					GO:0016020,GO:0016788					
OG0004541										
OG0004542										
OG0004543										
OG0004544										
OG0004545		GO:0005506,GO:0008610,GO:0016491		GO:0005506,GO:0008610,GO:0016491				GO:0005506,GO:0008610,GO:0016491		
OG0004546	GO:0003824,GO:0009116		GO:0003824,GO:0009116	GO:0003824,GO:0009116						
OG0004547										
OG0004548										
OG0004549										
OG0004550						GO:0005975				
OG0004551										
OG0004552		GO:0004497,GO:0005506,GO:0016705,GO:0020037		GO:0004497,GO:0005506,GO:0016705,GO:0020037	GO:0004497,GO:0005506,GO:0016705,GO:0020037			GO:0004497,GO:0005506,GO:0016705,GO:0020037		
OG0004553										
OG0004554										
OG0004555										
OG0004556										
OG0004557		GO:0022857,GO:0055085		GO:0022857,GO:0055085						
OG0004558								GO:0006508,GO:0008236		
OG0004559										
OG0004560										
OG0004561										
OG0004562										
OG0004563										
OG0004564										
OG0004565										
OG0004566										
OG0004567				GO:0004869						
OG0004568										
OG0004569										
OG0004570										
OG0004571										
OG0004572		GO:0016830,GO:0019752,GO:0030170		GO:0016830,GO:0019752,GO:0030170						
OG0004573										
OG0004574	GO:0016491,GO:0016616									
OG0004575										
OG0004576										
OG0004577						GO:0005216,GO:0005515,GO:0006811,GO:0016020,GO:0055085				
OG0004578										
OG0004579										
OG0004580										
OG0004581	GO:0005524,GO:0016887									
OG0004582										
OG0004583										
OG0004584										
OG0004585										
OG0004586										
OG0004587										
OG0004588										
OG0004589										
OG0004590										
OG0004591										
OG0004592										
OG0004593										
OG0004594	GO:0004672,GO:0006468					GO:0004672,GO:0006468				
OG0004595										
OG0004596										
OG0004597									GO:0003723	
OG0004598										
OG0004599										
OG0004600										
OG0004601										
OG0004602				GO:0005515						
OG0004603										
OG0004604										
OG0004605										
OG0004606								GO:0016020,GO:0022857,GO:0055085		
OG0004607										
OG0004608										
OG0004609										
OG0004610	GO:0031179									
OG0004611										
OG0004612										
OG0004613										
OG0004614	GO:0003677,GO:0005515									
OG0004615										
OG0004616										
OG0004617	GO:0004664,GO:0009094									
OG0004618										
OG0004619				GO:0004672,GO:0005515,GO:0005524,GO:0006468						
OG0004620										
OG0004621	GO:0005515							GO:0005515		
OG0004622										
OG0004623										
OG0004624										
OG0004625										
OG0004626										
OG0004627										
OG0004628	GO:0005543		GO:0005543	GO:0005543				GO:0005543		
OG0004629										
OG0004630										
OG0004631										
OG0004632										
OG0004633										
OG0004634										
OG0004635										
OG0004636										
OG0004637										
OG0004638										
OG0004639										
OG0004640				GO:0003777,GO:0005524,GO:0007018,GO:0008017						
OG0004641										
OG0004642				GO:0015095,GO:0015693,GO:0016020						
OG0004643										
OG0004644										
OG0004645										
OG0004646										
OG0004647										
OG0004648										
OG0004649			GO:0003677,GO:0005634,GO:0006355,GO:0009725		GO:0003677,GO:0005634,GO:0006355,GO:0009725	GO:0003677,GO:0005634,GO:0006355,GO:0009725				
OG0004650				GO:0003677,GO:0006355,GO:0043565			GO:0003677,GO:0006355,GO:0043565			
OG0004651										
OG0004652										
OG0004653										
OG0004654										
OG0004655								GO:0005525		
OG0004656										
OG0004657										
OG0004658		GO:0046983	GO:0046983	GO:0046983		GO:0046983			GO:0046983	
