Orthogroup	arabidopsis	lettuce	maize	medicago	melon	rice	safflower	tobacco	tomato	watermelon
OG0017399										
OG0017400										
OG0017401										
OG0017402										
OG0017403										
OG0017404										
OG0017405										
OG0017406			GO:0015018,GO:0016020			GO:0015018,GO:0016020				
OG0017407										
OG0017408										
OG0017409										
OG0017410										
OG0017411										
OG0017412										
OG0017413										
OG0017414										
OG0017415										
OG0017416										
OG0017417										
OG0017418										
OG0017419										
OG0017420										
OG0017421										
OG0017422										
OG0017423										
OG0017424										
OG0017425										
OG0017426										
OG0017427										
OG0017428										
OG0017429										
OG0017430			GO:0003677,GO:0006355							
OG0017431										
OG0017432										
OG0017433										
OG0017434										
OG0017435										
OG0017436										
OG0017437										
OG0017438										
OG0017439										
OG0017440										
OG0017441			GO:0003700,GO:0006351,GO:0006355,GO:0043565			GO:0003700,GO:0006351,GO:0006355,GO:0043565				
OG0017442										
OG0017443										
OG0017444										
OG0017445										
OG0017446										
OG0017447										
OG0017448										
OG0017449										
OG0017450										
OG0017451										
OG0017452										
OG0017453						GO:0004497,GO:0005506,GO:0016705,GO:0020037				
OG0017454										
OG0017455										
OG0017456										
OG0017457										
OG0017458										
OG0017459										
OG0017460			GO:0003700,GO:0006355,GO:0043565			GO:0003700,GO:0006355,GO:0043565				
OG0017461										
OG0017462										
OG0017463										
OG0017464										
OG0017465										
OG0017466										
OG0017467										
OG0017468										
OG0017469										
OG0017470										
OG0017471										
OG0017472										
OG0017473										
OG0017474										
OG0017475										
OG0017476										
OG0017477										
OG0017478										
OG0017479										
OG0017480										
OG0017481										
OG0017482										
OG0017483										
OG0017484										
OG0017485										
OG0017486										
OG0017487										
OG0017488										
OG0017489										
OG0017490										
OG0017491										
OG0017492										
OG0017493										
OG0017494										
OG0017495										
OG0017496										
OG0017497										
OG0017498										
OG0017499										
OG0017500										
OG0017501										
OG0017502										
OG0017503										
OG0017504										
OG0017505										
OG0017506										
OG0017507										
OG0017508										
OG0017509										
OG0017510						GO:0004672,GO:0004842,GO:0005524,GO:0006468,GO:0016567				
OG0017511										
OG0017512										
OG0017513										
OG0017514										
OG0017515										
OG0017516										
OG0017517										
OG0017518										
OG0017519										
OG0017520										
OG0017521						GO:0016020,GO:0022857,GO:0055085				
OG0017522										
OG0017523										
OG0017524										
OG0017525										
OG0017526										
OG0017527										
OG0017528										
OG0017529										
OG0017530										
OG0017531										
OG0017532										
OG0017533										
OG0017534										
OG0017535										
OG0017536										
OG0017537										
OG0017538										
OG0017539										
OG0017540										
OG0017541										
OG0017542										
OG0017543										
OG0017544										
OG0017545										
OG0017546										
OG0017547										
OG0017548										
OG0017549										
OG0017550						GO:0005515				
OG0017551										
OG0017552										
OG0017553										
OG0017554										
OG0017555										
OG0017556										
OG0017557										
OG0017558										
OG0017559										
OG0017560										
OG0017561										
OG0017562										
OG0017563										
OG0017564										
OG0017565										
OG0017566						GO:0003677,GO:0006355,GO:0043565				
OG0017567										
OG0017568						GO:0003677,GO:0006355				
OG0017569										
OG0017570										
OG0017571										
OG0017572										
OG0017573										
OG0017574										
OG0017575										
OG0017576										
OG0017577										
OG0017578										
OG0017579										
OG0017580										
OG0017581										
OG0017582										
OG0017583						GO:0004672,GO:0005524,GO:0006468,GO:0048544				
OG0017584										
OG0017585										
OG0017586										
OG0017587										
OG0017588										
OG0017589										
OG0017590										
OG0017591						GO:0043531				
OG0017592										
OG0017593										
OG0017594										
OG0017595				GO:0016020,GO:0055085				GO:0016020,GO:0055085		
OG0017596										
OG0017597										
OG0017598										
OG0017599										
OG0017600										
OG0017601										
OG0017602										
OG0017603										
OG0017604						GO:0003677				
OG0017605										
OG0017606						GO:0009055				
OG0017607			GO:0004197,GO:0006508			GO:0004197,GO:0006508				
OG0017608										
OG0017609						GO:0005515				
OG0017610										
OG0017611						GO:0004672,GO:0006468				
OG0017612										
OG0017613										
OG0017614						GO:0003677,GO:0005634,GO:0006355,GO:0009725				
OG0017615										
OG0017616										
OG0017617										
OG0017618										
OG0017619										
OG0017620										
OG0017621										
OG0017622										
OG0017623										
OG0017624										
OG0017625										
OG0017626										
OG0017627										
OG0017628										
OG0017629										
OG0017630										
OG0017631										
OG0017632										
OG0017633										
OG0017634										
OG0017635										
OG0017636										
OG0017637										
OG0017638						GO:0005515				
OG0017639										
OG0017640										
OG0017641										
OG0017642										
OG0017643										
OG0017644						GO:0016020,GO:0022857,GO:0055085				
OG0017645										
OG0017646										
OG0017647										
OG0017648										
OG0017649										
OG0017650										
OG0017651										
OG0017652										
OG0017653										
OG0017654										
OG0017655										
OG0017656										
OG0017657										
OG0017658										
OG0017659										
OG0017660						GO:0016787				
OG0017661										
OG0017662										
OG0017663										
OG0017664										
OG0017665										
OG0017666										
OG0017667										
OG0017668										
OG0017669										
OG0017670										
OG0017671						GO:0004185,GO:0006508				
OG0017672										
OG0017673										
OG0017674										
OG0017675										
OG0017676										
OG0017677										
OG0017678										
OG0017679										
OG0017680										
OG0017681										
OG0017682										
OG0017683										
OG0017684										
OG0017685										
OG0017686										
OG0017687						GO:0004672,GO:0005524,GO:0006468				
OG0017688										
OG0017689										
OG0017690										
OG0017691										
OG0017692										
OG0017693										
OG0017694										
OG0017695										
OG0017696										
OG0017697										
OG0017698										
OG0017699										
OG0017700										
OG0017701										
OG0017702										
OG0017703										
OG0017704										
OG0017705			GO:0004497,GO:0005506,GO:0016705,GO:0020037							
OG0017706										
OG0017707										
OG0017708										
OG0017709										
OG0017710										
OG0017711										
OG0017712										
OG0017713										
OG0017714										
OG0017715										
OG0017716										
OG0017717										
OG0017718										
OG0017719										
OG0017720										
OG0017721						GO:0004672,GO:0006468				
OG0017722										
OG0017723										
OG0017724										
OG0017725										
OG0017726										
OG0017727										
OG0017728										
OG0017729										
OG0017730										
OG0017731										
OG0017732										
OG0017733										
OG0017734										
OG0017735										
OG0017736										
OG0017737										
OG0017738										
OG0017739										
OG0017740										
OG0017741										
OG0017742										
OG0017743										
OG0017744										
OG0017745			GO:0004197,GO:0006508							
OG0017746										
OG0017747										
OG0017748										
OG0017749			GO:0004672,GO:0005524,GO:0006468							
OG0017750										
OG0017751										
OG0017752										
OG0017753										
OG0017754										
OG0017755										
OG0017756										
OG0017757										
OG0017758										
OG0017759										
OG0017760										
OG0017761										
OG0017762										
OG0017763										
OG0017764										
OG0017765										
OG0017766										
OG0017767										
OG0017768										
OG0017769										
OG0017770										
OG0017771										
OG0017772										
OG0017773										
OG0017774										
OG0017775										
OG0017776										
OG0017777										
OG0017778										
OG0017779										
OG0017780										
OG0017781						GO:0006629				
OG0017782										
OG0017783										
OG0017784										
OG0017785										
OG0017786										
OG0017787										
OG0017788			GO:0003700,GO:0006351,GO:0006355,GO:0043565							
OG0017789										
OG0017790										
OG0017791										
OG0017792										
OG0017793										
OG0017794										
OG0017795										
OG0017796										
OG0017797										
OG0017798										
OG0017799										
OG0017800										
OG0017801										
OG0017802						GO:0005543				
OG0017803										
OG0017804										
OG0017805										
OG0017806										
OG0017807										
OG0017808										
OG0017809										
OG0017810										
OG0017811										
OG0017812										
OG0017813										
OG0017814										
OG0017815										
OG0017816										
OG0017817										
OG0017818										
OG0017819										
OG0017820										
OG0017821										
OG0017822										
OG0017823										
OG0017824				GO:0005515,GO:0016702,GO:0046872						
OG0017825										
OG0017826										
OG0017827										
OG0017828										
OG0017829										
OG0017830										
OG0017831										
OG0017832										
OG0017833										
OG0017834										
OG0017835										
OG0017836										
OG0017837										
OG0017838										
OG0017839										
OG0017840										
OG0017841				GO:0006629						
OG0017842										
OG0017843										
OG0017844										
OG0017845										
OG0017846										
OG0017847										
OG0017848										
OG0017849										
OG0017850										
OG0017851										
OG0017852										
OG0017853										
OG0017854										
OG0017855										
OG0017856										
OG0017857										
OG0017858										
OG0017859										
OG0017860										
OG0017861										
OG0017862										
OG0017863										
OG0017864										
OG0017865										
OG0017866				GO:0004672,GO:0005524,GO:0006468,GO:0030247						
OG0017867										
OG0017868										
OG0017869										
OG0017870				GO:0004672,GO:0005524,GO:0006468,GO:0030247				GO:0004672,GO:0005524,GO:0006468,GO:0030247		
OG0017871										
OG0017872										
OG0017873										
OG0017874										
OG0017875										
OG0017876										
OG0017877										
OG0017878										
OG0017879										
OG0017880				GO:0008107,GO:0016020,GO:0042546						
OG0017881										
OG0017882										
OG0017883										
OG0017884										
OG0017885										
OG0017886										
OG0017887										
OG0017888										
OG0017889										
OG0017890										
OG0017891										
OG0017892										
OG0017893										
OG0017894										
OG0017895										
OG0017896										
OG0017897										
OG0017898										
OG0017899										
OG0017900										
OG0017901										
OG0017902										
OG0017903								GO:0005524,GO:0016020,GO:0016887,GO:0055085,GO:0140359		
OG0017904										
OG0017905										
OG0017906										
OG0017907										
OG0017908										
OG0017909										
OG0017910										
OG0017911										
OG0017912										
OG0017913										
OG0017914										
OG0017915				GO:0007165,GO:0043531						
OG0017916										
OG0017917										
OG0017918										
OG0017919										
OG0017920										
OG0017921										
OG0017922										
OG0017923										
OG0017924										
OG0017925				GO:0030247						
OG0017926										
OG0017927										
OG0017928										
OG0017929										
OG0017930										
OG0017931										
OG0017932										
OG0017933										
OG0017934										
OG0017935										
OG0017936				GO:0006952,GO:0016020						
OG0017937										
OG0017938										
OG0017939										
OG0017940										
OG0017941										
OG0017942										
OG0017943				GO:0007165						
OG0017944										
OG0017945										
OG0017946				GO:0005515,GO:0043531						
OG0017947										
OG0017948										
OG0017949				GO:0005509						
OG0017950									GO:0004601,GO:0006979,GO:0020037	
OG0017951										
OG0017952										
OG0017953										
OG0017954										
OG0017955										
OG0017956										
OG0017957				GO:0004672,GO:0006468						
OG0017958										
OG0017959										
OG0017960										
OG0017961										
OG0017962										
OG0017963										
OG0017964										
OG0017965				GO:0006508,GO:0008236						
OG0017966										
OG0017967										
OG0017968										
OG0017969										
OG0017970										
OG0017971										
OG0017972										
OG0017973										
OG0017974										
OG0017975										
OG0017976										
OG0017977										
OG0017978					GO:0006952					
OG0017979										
OG0017980										
OG0017981										
OG0017982										
OG0017983										
OG0017984										
OG0017985										
OG0017986										
OG0017987										
OG0017988										
OG0017989										
OG0017990										
OG0017991					GO:0006952					
OG0017992										
OG0017993										
OG0017994										
OG0017995										GO:0009055
OG0017996										
OG0017997										
OG0017998										
OG0017999										
OG0018000										
OG0018001										
OG0018002										
OG0018003										
OG0018004										
OG0018005					GO:0004601,GO:0006979,GO:0020037	GO:0004601,GO:0006979,GO:0020037				
OG0018006										
OG0018007										
OG0018008										
OG0018009										
OG0018010										
OG0018011										
OG0018012										
OG0018013										
OG0018014										
OG0018015										
OG0018016										
OG0018017										
OG0018018										
OG0018019										
OG0018020										
OG0018021										
OG0018022										
OG0018023										
OG0018024										
OG0018025										
OG0018026										
OG0018027										
OG0018028										
OG0018029										
OG0018030										
OG0018031										
OG0018032										
OG0018033										
OG0018034										
OG0018035										
OG0018036										
OG0018037										
OG0018038										
OG0018039										
OG0018040										
OG0018041										
OG0018042										
OG0018043										
OG0018044										
OG0018045										
OG0018046										
OG0018047										
OG0018048										
OG0018049										
OG0018050										
OG0018051										
OG0018052										
OG0018053										
OG0018054										
OG0018055										
OG0018056										
OG0018057										
OG0018058										
OG0018059										
OG0018060										
OG0018061										
OG0018062										
OG0018063										
OG0018064										
OG0018065										
OG0018066										
OG0018067										
OG0018068										
OG0018069										
OG0018070						GO:0004672,GO:0006468				
OG0018071										
OG0018072										
OG0018073										
OG0018074										
OG0018075										
OG0018076										
OG0018077										
OG0018078										
OG0018079										
OG0018080										
OG0018081										
OG0018082										
OG0018083										
OG0018084										
OG0018085										
OG0018086										
OG0018087										
OG0018088										
OG0018089										
OG0018090										
OG0018091						GO:0005507,GO:0016491				
OG0018092										
OG0018093										
OG0018094										
OG0018095										
OG0018096										
OG0018097										
OG0018098										
OG0018099										
OG0018100										
OG0018101										
OG0018102										
OG0018103										
OG0018104										
OG0018105										
OG0018106										
OG0018107										
OG0018108										
OG0018109										
OG0018110										
OG0018111										
OG0018112										
OG0018113										
OG0018114										
OG0018115										
OG0018116										
OG0018117										
OG0018118										
OG0018119										
OG0018120										
OG0018121										
OG0018122										
OG0018123										
OG0018124										
OG0018125										
OG0018126										
OG0018127										
OG0018128										
OG0018129										
OG0018130										
OG0018131										
OG0018132										
OG0018133										
OG0018134										
OG0018135										
OG0018136										
OG0018137										
OG0018138										
OG0018139										
OG0018140										
OG0018141										
OG0018142										
OG0018143										
OG0018144										
OG0018145										
OG0018146										
OG0018147										
OG0018148										
OG0018149										
OG0018150										
OG0018151										
OG0018152										
OG0018153										
OG0018154										
OG0018155										
OG0018156										
OG0018157										
OG0018158										
OG0018159										
OG0018160										
OG0018161										
OG0018162										
OG0018163										
OG0018164										
OG0018165										
OG0018166										
OG0018167										
OG0018168										
OG0018169										
OG0018170										
OG0018171										
OG0018172										
OG0018173										
OG0018174										
OG0018175										
OG0018176										
OG0018177										
OG0018178										
OG0018179										
OG0018180										
OG0018181										
OG0018182										
OG0018183										
OG0018184										
OG0018185										
OG0018186										
OG0018187								GO:0003723		
OG0018188										
OG0018189										
OG0018190										
OG0018191										
OG0018192										
OG0018193										
OG0018194										
OG0018195										
OG0018196										
OG0018197										
OG0018198										
OG0018199										
OG0018200										
OG0018201										
OG0018202										
OG0018203										
OG0018204										
OG0018205								GO:0003700,GO:0006355,GO:0043565		
OG0018206										
OG0018207										
OG0018208										
OG0018209										
OG0018210										
OG0018211										
OG0018212										
OG0018213										
OG0018214										
OG0018215										
OG0018216										
OG0018217										
OG0018218										
OG0018219										
OG0018220										
OG0018221										
OG0018222										
OG0018223										
OG0018224										
OG0018225										
OG0018226										
OG0018227										
OG0018228										
OG0018229										
OG0018230										
OG0018231										
OG0018232										
OG0018233										
OG0018234										
OG0018235										
OG0018236										
OG0018237										
OG0018238										
OG0018239										
OG0018240									GO:0003676,GO:0004523	
OG0018241										
OG0018242										
OG0018243										
OG0018244										
OG0018245										
OG0018246										
OG0018247										
OG0018248										
OG0018249										
OG0018250										
OG0018251										
OG0018252										
OG0018253										
OG0018254									GO:0043531	
OG0018255										
OG0018256										
OG0018257										
OG0018258										
OG0018259										
OG0018260										
OG0018261										
OG0018262										
OG0018263										
OG0018264										
OG0018265										
OG0018266										
OG0018267										
OG0018268										
OG0018269										
OG0018270										
OG0018271										
OG0018272										
OG0018273										
OG0018274										
OG0018275										
OG0018276										
OG0018277										
OG0018278										
OG0018279										
OG0018280										
OG0018281										
OG0018282										
OG0018283										
OG0018284										
OG0018285										
OG0018286										
OG0018287										
OG0018288										
OG0018289										
OG0018290										
OG0018291										
OG0018292										
OG0018293										
OG0018294										
OG0018295										
OG0018296										
OG0018297										
OG0018298										
OG0018299										
OG0018300										
OG0018301										
OG0018302										
OG0018303										
OG0018304										
OG0018305										
OG0018306										
OG0018307										
OG0018308										
OG0018309										
OG0018310										
OG0018311										
OG0018312										
OG0018313										
OG0018314										
OG0018315										
OG0018316										
OG0018317										
OG0018318										
OG0018319										
OG0018320										
OG0018321										
OG0018322										
OG0018323										
OG0018324										
OG0018325										
OG0018326										
OG0018327										
OG0018328										
OG0018329										
OG0018330										
OG0018331										
OG0018332										
OG0018333										
OG0018334										
OG0018335										
OG0018336										
OG0018337										
OG0018338										
OG0018339										
OG0018340										
OG0018341										
OG0018342										
OG0018343										
OG0018344										
OG0018345										
OG0018346										
OG0018347										
OG0018348										
OG0018349										
OG0018350										
OG0018351										
OG0018352										
OG0018353										
OG0018354										
OG0018355										
OG0018356										
OG0018357	GO:0016491,GO:0050660									
OG0018358										
OG0018359										
OG0018360										
OG0018361										
OG0018362										
OG0018363										
OG0018364										
OG0018365										
OG0018366										
OG0018367										
OG0018368										
OG0018369										
OG0018370										
OG0018371										
OG0018372										
OG0018373										
OG0018374										
OG0018375										
OG0018376	GO:0005515									
OG0018377										
OG0018378										
OG0018379										
OG0018380										
OG0018381										
OG0018382										
OG0018383										
OG0018384										
OG0018385										
OG0018386										
OG0018387										
OG0018388										
OG0018389										
OG0018390										
OG0018391										
OG0018392										
OG0018393										
OG0018394										
OG0018395										
OG0018396										
OG0018397										
OG0018398										
OG0018399										
OG0018400										
OG0018401										
OG0018402										
OG0018403										
OG0018404										
OG0018405										
OG0018406										
OG0018407										
OG0018408										
OG0018409										
OG0018410										
OG0018411										
OG0018412										
OG0018413										
OG0018414										
OG0018415	GO:0007165,GO:0043531									
OG0018416										
OG0018417										
OG0018418										
OG0018419										
OG0018420										
OG0018421										
OG0018422										
OG0018423										
OG0018424										
OG0018425										
OG0018426										
OG0018427	GO:0007165									
OG0018428										
OG0018429										
OG0018430										
OG0018431										
OG0018432	GO:0003924,GO:0005525									
OG0018433	GO:0008171									
OG0018434										
OG0018435										
OG0018436										
OG0018437										
OG0018438										
OG0018439										
OG0018440										
OG0018441										
OG0018442										
OG0018443										
OG0018444										
OG0018445										
OG0018446										
OG0018447										
OG0018448										
OG0018449										
OG0018450										
OG0018451										
OG0018452	GO:0046983									
OG0018453										
OG0018454										
OG0018455										
OG0018456										
OG0018457										
OG0018458										
OG0018459										
OG0018460										
OG0018461										
OG0018462										
OG0018463										
OG0018464										
OG0018465										
OG0018466										
OG0018467										GO:0008285
OG0018468										
OG0018469	GO:0004497,GO:0005506,GO:0016705,GO:0020037									
OG0018470										
OG0018471										
OG0018472										
OG0018473										
OG0018474										
OG0018475										
OG0018476										
OG0018477	GO:0046983									
OG0018478										
OG0018479										
OG0018480										
OG0018481										
OG0018482										
OG0018483										
OG0018484										
OG0018485										
OG0018486										
OG0018487										
OG0018488	GO:0046983									
OG0018489										
OG0018490										
OG0018491	GO:0015267,GO:0016020,GO:0055085									
OG0018492										
OG0018493										
OG0018494										
OG0018495										
OG0018496										
OG0018497										
OG0018498										
OG0018499										
OG0018500										
OG0018501										
OG0018502										
OG0018503										
OG0018504										
OG0018505										
OG0018506										
OG0018507										
OG0018508										
OG0018509	GO:0004672,GO:0005524,GO:0006468,GO:0007165									
OG0018510	GO:0005524,GO:0046872,GO:0140658									
OG0018511										
OG0018512						GO:0016020				
OG0018513										
OG0018514										
OG0018515										
OG0018516										
OG0018517										
OG0018518										
OG0018519										
OG0018520										
OG0018521										
OG0018522										
OG0018523										
OG0018524										
OG0018525										
OG0018526										
OG0018527										
OG0018528										
OG0018529										
OG0018530										
OG0018531										
OG0018532	GO:0016491									
OG0018533										
OG0018534										
OG0018535										
OG0018536										
OG0018537										
OG0018538										
OG0018539										
OG0018540										
OG0018541										
OG0018542										
OG0018543										
OG0018544										
OG0018545										
OG0018546										
OG0018547										
OG0018548										
OG0018549										
OG0018550										
OG0018551										
OG0018552										
OG0018553										
OG0018554										
OG0018555										
OG0018556										
OG0018557										
OG0018558										
OG0018559										
OG0018560										
OG0018561	GO:0005515									
OG0018562										
OG0018563										
OG0018564										
OG0018565										
OG0018566	GO:0004857									
OG0018567										
OG0018568										
OG0018569										
OG0018570										
OG0018571										
OG0018572										
OG0018573										
OG0018574										
OG0018575										
OG0018576										
OG0018577										
OG0018578										
OG0018579										
OG0018580										
OG0018581										
OG0018582										
OG0018583										
OG0018584										
OG0018585										
OG0018586										
OG0018587										
OG0018588										
OG0018589										
OG0018590										
OG0018591										
OG0018592										
OG0018593										
OG0018594										
OG0018595	GO:0004672,GO:0004842,GO:0005524,GO:0006468,GO:0016567									
OG0018596										
OG0018597										
OG0018598										
OG0018599										
OG0018600										
OG0018601										
OG0018602										
OG0018603										
OG0018604										
OG0018605										
OG0018606										
OG0018607										
OG0018608										
OG0018609										
OG0018610										
OG0018611										
OG0018612										
OG0018613										
OG0018614										
OG0018615										
OG0018616		GO:0004672,GO:0006468								
OG0018617										
OG0018618										
OG0018619										
OG0018620										
OG0018621										
OG0018622										
OG0018623										
OG0018624										
OG0018625										
OG0018626										
OG0018627										
OG0018628										
OG0018629										
OG0018630										
OG0018631										
OG0018632										
OG0018633										
OG0018634										
OG0018635										
OG0018636										
OG0018637										
OG0018638										
OG0018639										
OG0018640										
OG0018641										
OG0018642										
OG0018643										
OG0018644										
OG0018645										
OG0018646										
OG0018647										
OG0018648										
OG0018649										
OG0018650										
OG0018651										
OG0018652										
OG0018653										
OG0018654										
OG0018655										
OG0018656										
OG0018657										
OG0018658										
OG0018659										
OG0018660										
OG0018661										
OG0018662										
OG0018663										
OG0018664										
OG0018665										
OG0018666										
OG0018667										
OG0018668										
OG0018669										
OG0018670										
OG0018671										
OG0018672										
OG0018673										
OG0018674										
OG0018675										
OG0018676										
OG0018677										
OG0018678										
OG0018679										
OG0018680										
OG0018681										
OG0018682										
OG0018683										
OG0018684										
OG0018685		GO:0005515								
OG0018686										
OG0018687										
OG0018688										
OG0018689										
OG0018690										
OG0018691										
OG0018692										
OG0018693										
OG0018694										
OG0018695										
OG0018696										
OG0018697										
OG0018698										
OG0018699										
OG0018700										
OG0018701										
OG0018702										
OG0018703										
OG0018704					GO:0005515					
OG0018705										
OG0018706										
OG0018707										
OG0018708										
OG0018709										
OG0018710		GO:0007165,GO:0043531								
OG0018711		GO:0005515								
OG0018712										
OG0018713										
OG0018714										
OG0018715										
OG0018716										
OG0018717										
OG0018718										
OG0018719										
OG0018720										
OG0018721										
OG0018722										
OG0018723										
OG0018724										
OG0018725										
OG0018726										
OG0018727										
OG0018728										
OG0018729		GO:0004672,GO:0005515,GO:0006468								
OG0018730										
OG0018731										
OG0018732										
OG0018733										
OG0018734										
OG0018735										
OG0018736										
OG0018737										
OG0018738										
OG0018739										
OG0018740										
OG0018741										
OG0018742										
OG0018743										
OG0018744										
OG0018745										
OG0018746										
OG0018747										
OG0018748										
OG0018749										
OG0018750										
OG0018751										
OG0018752										
OG0018753										
OG0018754										
OG0018755										
OG0018756										
OG0018757										
OG0018758										
OG0018759										
OG0018760										
OG0018761										
OG0018762										
OG0018763										
OG0018764										
OG0018765										
OG0018766										
OG0018767										
OG0018768										
OG0018769		GO:0004672,GO:0006468								
OG0018770										
OG0018771										
OG0018772										
OG0018773										
OG0018774		GO:0007017,GO:0030286						GO:0007017,GO:0030286		
OG0018775										
OG0018776										
OG0018777										
OG0018778										
OG0018779										
OG0018780										
OG0018781										
OG0018782										
OG0018783										
OG0018784										
OG0018785										
OG0018786										
OG0018787										
OG0018788										
OG0018789										
OG0018790										
OG0018791										
OG0018792										
OG0018793										
OG0018794										
OG0018795										
OG0018796										
OG0018797										
OG0018798										
OG0018799										
OG0018800										
OG0018801										
OG0018802										
OG0018803										
OG0018804										
OG0018805										
OG0018806										
OG0018807										
OG0018808										
OG0018809										
OG0018810										
OG0018811										
OG0018812										
OG0018813										
OG0018814										
OG0018815										
OG0018816										
OG0018817										
OG0018818										
OG0018819										
OG0018820										
OG0018821										
OG0018822										
OG0018823										
OG0018824										
OG0018825										
OG0018826										
OG0018827										
OG0018828										
OG0018829										
OG0018830										
OG0018831										
OG0018832										
OG0018833										
OG0018834										
OG0018835										
OG0018836										
OG0018837										
OG0018838										
OG0018839										
OG0018840										
OG0018841										
OG0018842										
OG0018843										
OG0018844										
OG0018845										
OG0018846										
OG0018847										
OG0018848										
OG0018849										
OG0018850										
OG0018851										
OG0018852										
OG0018853										
OG0018854										
OG0018855										
OG0018856										
OG0018857										
OG0018858										
OG0018859										
OG0018860										
OG0018861										
OG0018862										
OG0018863										
OG0018864										
OG0018865										
OG0018866										
OG0018867										
OG0018868										
OG0018869										
OG0018870										
OG0018871										
OG0018872										
OG0018873										
OG0018874										
OG0018875										
OG0018876										
OG0018877			GO:0003700,GO:0006355							
OG0018878										
OG0018879										
OG0018880										
OG0018881										
OG0018882										
OG0018883										
OG0018884										
OG0018885										
OG0018886										
OG0018887			GO:0004497,GO:0005506,GO:0016705,GO:0020037							
OG0018888										
OG0018889										
OG0018890										
OG0018891										
OG0018892										
OG0018893										
OG0018894										
OG0018895										
OG0018896										
OG0018897										
OG0018898										
OG0018899										
OG0018900										
OG0018901										
OG0018902										
OG0018903										
OG0018904			GO:0046983							
OG0018905										
OG0018906										
OG0018907										
OG0018908										
OG0018909										
OG0018910										
OG0018911										
OG0018912										
OG0018913										
OG0018914										
OG0018915										
OG0018916										
OG0018917										
OG0018918										
OG0018919										
OG0018920										
OG0018921								GO:0005507,GO:0016491		
OG0018922										
OG0018923										
OG0018924										
OG0018925										
OG0018926										
OG0018927										
OG0018928										
OG0018929										
OG0018930										
OG0018931										
OG0018932										
OG0018933										
OG0018934										
OG0018935										
OG0018936										
OG0018937										
OG0018938										
OG0018939										
OG0018940										
OG0018941										
OG0018942										
OG0018943										
OG0018944										
OG0018945										
OG0018946										
OG0018947										
OG0018948										
OG0018949										
OG0018950										
OG0018951										
OG0018952										
OG0018953										
OG0018954						GO:0008270				
OG0018955										
OG0018956										
OG0018957										
OG0018958										
OG0018959										
OG0018960										
OG0018961										
OG0018962										
OG0018963										
OG0018964										
OG0018965										
OG0018966										
OG0018967										
OG0018968										
OG0018969										
OG0018970										
OG0018971										
OG0018972										
OG0018973										
OG0018974										
OG0018975										
OG0018976										
OG0018977			GO:0004601,GO:0006979,GO:0020037							
OG0018978										
OG0018979										
OG0018980										
OG0018981										
OG0018982			GO:0005515							
OG0018983										
OG0018984						GO:0015031				
OG0018985										
OG0018986										
OG0018987										
OG0018988										
OG0018989										
OG0018990										
OG0018991										
OG0018992										
OG0018993										
OG0018994										
OG0018995										
OG0018996										
OG0018997										
OG0018998										
OG0018999										
OG0019000						GO:0003677,GO:0006355,GO:0043565				
OG0019001										
OG0019002										
OG0019003										
OG0019004										
OG0019005										
OG0019006										
OG0019007										
OG0019008										
OG0019009										
OG0019010										
OG0019011										
OG0019012										
OG0019013										
OG0019014										
OG0019015										
OG0019016										
OG0019017										
OG0019018										
OG0019019										
OG0019020										
OG0019021										
OG0019022										
OG0019023										
OG0019024										
OG0019025										
OG0019026										
OG0019027										
OG0019028										
OG0019029										
OG0019030										
OG0019031										
OG0019032										
OG0019033										
OG0019034										
OG0019035										
OG0019036						GO:0004672,GO:0005515,GO:0005524,GO:0006468				
OG0019037										
OG0019038										
OG0019039										
OG0019040										
OG0019041										
OG0019042										
OG0019043										
OG0019044										
OG0019045										
OG0019046			GO:0004497,GO:0005506,GO:0016705,GO:0020037							
OG0019047										
OG0019048										
OG0019049										
OG0019050										
OG0019051			GO:0016702							
OG0019052										
OG0019053										
OG0019054										
OG0019055										
OG0019056										
OG0019057										
OG0019058										
OG0019059										
OG0019060										
OG0019061										
OG0019062										
OG0019063										
OG0019064										
OG0019065										
OG0019066										
OG0019067										
OG0019068						GO:0008270				
OG0019069										
OG0019070										
OG0019071										
OG0019072										
OG0019073										
OG0019074										
OG0019075										
OG0019076										
OG0019077										
OG0019078										
OG0019079										
OG0019080										
OG0019081										
OG0019082										
OG0019083										
OG0019084										
OG0019085										
OG0019086										
OG0019087										
OG0019088										
OG0019089										
OG0019090										
OG0019091										
OG0019092										
OG0019093										
OG0019094										
OG0019095										
OG0019096										
OG0019097										
OG0019098										
OG0019099										
OG0019100										
OG0019101										
OG0019102										
OG0019103										
OG0019104										
OG0019105										
OG0019106			GO:0003677,GO:0006355			GO:0003677,GO:0006355				
OG0019107										
OG0019108										
OG0019109										
OG0019110										
OG0019111										
OG0019112										
OG0019113										
OG0019114										
OG0019115										
OG0019116										
OG0019117										
OG0019118										
OG0019119										
OG0019120										
OG0019121										
OG0019122										
OG0019123										
OG0019124										
OG0019125										
OG0019126										
OG0019127										
OG0019128			GO:0004672,GO:0005524,GO:0006468							
OG0019129										
OG0019130										
OG0019131										
OG0019132										
OG0019133										
OG0019134										
OG0019135										
OG0019136			GO:0004672,GO:0006468			GO:0004672,GO:0006468				
OG0019137										
OG0019138										
OG0019139										
OG0019140										
OG0019141										
OG0019142										
OG0019143										
OG0019144										
OG0019145										
OG0019146										
OG0019147										
OG0019148										
OG0019149										
OG0019150										
OG0019151										
